id,scn,liability_value,plan_cost,accrued_benefit_payment,projected_benefit_payment,AA_rated_bond_investment,public_equity_investment,total_asset_value,funding_ratio,funding_surplus,period
1.0,19.0,12300000.0,240000.0,73300.0,81500.0,2218234.40797592,16267052.325156748,18485286.733132668,1.5028688400920869,6185286.733132668,19.0
1.0,20.0,10400000.0,237000.0,74600.0,82900.0,2284697.5143867447,16754448.43883613,19039145.953222875,1.8306871108868148,8639145.953222875,20.0
1.0,21.0,9840000.0,240000.0,74300.0,82500.0,2380127.3223974565,17454267.030914683,19834394.35331214,2.0156904830601765,9994394.353312138,21.0
1.0,22.0,9420000.0,239000.0,73900.0,82100.0,2317574.540380428,16995546.62945647,19313121.1698369,2.0502251772650637,9893121.169836901,22.0
1.0,23.0,7440000.0,241000.0,73600.0,81700.0,2418272.4180439403,17733997.732322227,20152270.15036617,2.7086384610707217,12712270.150366168,23.0
1.0,24.0,7280000.0,246000.0,73900.0,82100.0,2439266.845418335,17887956.866401125,20327223.71181946,2.7922010593158597,13047223.711819459,24.0
1.0,25.0,8260000.0,243000.0,73500.0,81700.0,2301947.2721315664,16880946.662298154,19182893.93442972,2.32238425356292,10922893.93442972,25.0
1.0,26.0,8880000.0,242000.0,73100.0,81200.0,2356722.3825197276,17282630.80514467,19639353.187664397,2.2116388724847296,10759353.187664397,26.0
1.0,27.0,8430000.0,246000.0,72700.0,80800.0,2681330.063673017,19663087.133602127,22344417.197275143,2.6505832974229113,13914417.197275143,27.0
1.0,28.0,8620000.0,250000.0,73700.0,81900.0,3518597.1324930466,25803045.638282344,29321642.77077539,3.401582688024987,20701642.77077539,28.0
1.0,29.0,10600000.0,255000.0,73300.0,81400.0,1837681.6081370118,13476331.793004753,15314013.401141765,1.4447182453907326,4714013.401141765,29.0
1.0,30.0,11500000.0,256000.0,72800.0,80900.0,1908209.805497559,13993538.573648768,15901748.379146326,1.3827607286214196,4401748.379146326,30.0
1.0,31.0,13400000.0,255000.0,72400.0,80400.0,2128942.0015519606,15612241.344714379,17741183.34626634,1.3239689064377866,4341183.34626634,31.0
1.0,32.0,13700000.0,258000.0,72600.0,80700.0,2310571.9671329474,16944194.425641615,19254766.392774563,1.4054574009324499,5554766.392774563,32.0
1.0,33.0,11000000.0,261000.0,72100.0,80100.0,2712115.543329179,19888847.317747314,22600962.861076493,2.0546329873705904,11600962.861076493,33.0
1.0,34.0,9060000.0,258000.0,71600.0,79500.0,2623177.236584732,19236633.068288036,21859810.304872766,2.4127825943568175,12799810.304872766,34.0
1.0,35.0,9210000.0,261000.0,71100.0,79000.0,2797860.839104618,20517646.153433867,23315506.992538486,2.5315425616219853,14105506.992538486,35.0
1.0,36.0,10100000.0,258000.0,71100.0,79000.0,2978508.98870032,21842399.250469014,24820908.239169333,2.4575156672444884,14720908.239169333,36.0
1.0,37.0,11100000.0,263000.0,70600.0,78400.0,3054496.4997432334,22399640.998117045,25454137.49786028,2.293165540347773,14354137.497860279,37.0
1.0,38.0,12200000.0,264000.0,70000.0,77800.0,2965039.92113211,21743626.088302143,24708666.009434253,2.0253004925765783,12508666.009434253,38.0
1.0,39.0,13200000.0,265000.0,69500.0,77200.0,2596193.1171351834,19038749.525658015,21634942.642793197,1.639010806272212,8434942.642793197,39.0
1.0,40.0,14500000.0,263000.0,69900.0,77700.0,2275860.7288525337,16689645.34491858,18965506.073771115,1.3079659361221458,4465506.073771115,40.0
