id,scn,liability_value,plan_cost,accrued_benefit_payment,projected_benefit_payment,AA_rated_bond_investment,public_equity_investment,total_asset_value,funding_ratio,funding_surplus,period
1.0,15.0,13400000.0,238000.0,192000.0,81500.0,11959598.041468307,2989899.510367073,14949497.55183538,1.1156341456593568,1549497.5518353805,15.0
1.0,16.0,11900000.0,241000.0,74200.0,82500.0,12544158.733558042,2753595.819561518,15297754.553119559,1.2855255926991227,3397754.553119559,16.0
1.0,17.0,12600000.0,240000.0,73900.0,82200.0,13142656.980044017,2503363.234294095,15646020.214338113,1.2417476360585804,3046020.2143381126,17.0
1.0,18.0,12400000.0,240000.0,73600.0,81800.0,13755724.119098783,2239303.9263649145,15995028.045463696,1.289921616569653,3595028.045463696,18.0
1.0,19.0,12300000.0,240000.0,73300.0,81500.0,14383602.002716526,1961400.2730977049,16345002.275814231,1.3288619736434335,4045002.2758142315,19.0
1.0,20.0,10400000.0,237000.0,74600.0,82900.0,15021613.84980006,1669068.2055333366,16690682.055333396,1.6048732745512881,6290682.055333396,20.0
1.0,21.0,9840000.0,240000.0,74300.0,82500.0,15565569.509703813,1353527.783452502,16919097.293156315,1.7194204566215767,7079097.293156315,21.0
1.0,22.0,9420000.0,239000.0,73900.0,82100.0,15280278.060143173,975336.897455944,16255614.957599116,1.7256491462419443,6835614.9575991165,22.0
1.0,23.0,7440000.0,241000.0,73600.0,81700.0,15243259.163392514,635135.798474685,15878394.961867198,2.1341928712187093,8438394.961867198,23.0
1.0,24.0,7280000.0,246000.0,73900.0,82100.0,16474192.012027787,336208.000245462,16810400.01227325,2.309120880806765,9530400.012273248,24.0
1.0,25.0,8260000.0,243000.0,73500.0,81700.0,16434427.747475,0.0,16434427.747475,1.9896401631325666,8174427.747475,25.0
1.0,26.0,8880000.0,242000.0,73100.0,81200.0,16107336.718056204,0.0,16107336.718056204,1.8138892700513742,7227336.718056204,26.0
1.0,27.0,8430000.0,246000.0,72700.0,80800.0,15748128.166157264,0.0,15748128.166157264,1.868105357788525,7318128.166157264,27.0
1.0,28.0,8620000.0,250000.0,73700.0,81900.0,15782695.012661848,0.0,15782695.012661848,1.830939096596502,7162695.012661848,28.0
1.0,29.0,10600000.0,255000.0,73300.0,81400.0,16923982.86943169,0.0,16923982.86943169,1.5966021574935556,6323982.869431689,29.0
1.0,30.0,11500000.0,256000.0,72800.0,80900.0,17655519.914401274,0.0,17655519.914401274,1.5352626012522848,6155519.914401274,30.0
1.0,31.0,13400000.0,255000.0,72400.0,80400.0,19129621.196139727,0.0,19129621.196139727,1.427583671353711,5729621.196139727,31.0
1.0,32.0,13700000.0,258000.0,72600.0,80700.0,19591826.814847868,0.0,19591826.814847868,1.4300603514487495,5891826.814847868,32.0
1.0,33.0,11000000.0,261000.0,72100.0,80100.0,19412204.55246058,0.0,19412204.55246058,1.7647458684055073,8412204.552460581,33.0
1.0,34.0,9060000.0,258000.0,71600.0,79500.0,20479530.39505124,0.0,20479530.39505124,2.260433818438327,11419530.39505124,34.0
1.0,35.0,9210000.0,261000.0,71100.0,79000.0,21548207.044302892,0.0,21548207.044302892,2.3396533164281097,12338207.044302892,35.0
1.0,36.0,10100000.0,258000.0,71100.0,79000.0,23518652.14135984,0.0,23518652.14135984,2.328579419936618,13418652.14135984,36.0
1.0,37.0,11100000.0,263000.0,70600.0,78400.0,22388598.331451178,0.0,22388598.331451178,2.0169908406712773,11288598.331451178,37.0
1.0,38.0,12200000.0,264000.0,70000.0,77800.0,20609715.0464837,0.0,20609715.0464837,1.6893209054494835,8409715.0464837,38.0
1.0,39.0,13200000.0,265000.0,69500.0,77200.0,19981032.541774817,0.0,19981032.541774817,1.513714586498092,6781032.541774817,39.0
1.0,40.0,14500000.0,263000.0,69900.0,77700.0,19375091.05042924,0.0,19375091.05042924,1.3362131758916718,4875091.05042924,40.0
