id,scn,liability_value,plan_cost,accrued_benefit_payment,projected_benefit_payment,AA_rated_bond_investment,public_equity_investment,total_asset_value,funding_ratio,funding_surplus,period
1.0,31.0,13400000.0,255000.0,72400.0,80400.0,6127834.877377006,11380264.77227158,17508099.649648584,1.3065746007200436,4108099.6496485844,31.0
1.0,32.0,13700000.0,258000.0,72600.0,80700.0,6367475.603786001,12360393.819113998,18727869.4229,1.3669977680948904,5027869.422899999,32.0
1.0,33.0,11000000.0,261000.0,72100.0,80100.0,6973518.94774373,14158356.65147969,21131875.59922342,1.921079599929402,10131875.59922342,33.0
1.0,34.0,9060000.0,258000.0,71600.0,79500.0,6683781.983666438,14203036.715291176,20886818.698957615,2.30538837736839,11826818.698957615,34.0
1.0,35.0,9210000.0,261000.0,71100.0,79000.0,9330296.570682548,12884695.264275897,22214991.834958445,2.412051230722958,13004991.834958445,35.0
1.0,36.0,10100000.0,258000.0,71100.0,79000.0,12405498.151144205,11451229.06259465,23856727.213738855,2.3620521993800847,13756727.213738855,36.0
1.0,37.0,11100000.0,263000.0,70600.0,78400.0,14675699.324897833,8994783.457195446,23670482.78209328,2.1324759263147097,12570482.782093279,37.0
1.0,38.0,12200000.0,264000.0,70000.0,77800.0,15611463.883838695,6690627.378788012,22302091.262626708,1.8280402674284186,10102091.262626708,38.0
1.0,39.0,13200000.0,265000.0,69500.0,77200.0,16304977.193485977,4598839.721239634,20903816.91472561,1.5836224935398189,7703816.914725609,39.0
1.0,40.0,14500000.0,263000.0,69900.0,77700.0,13844956.30080534,5933552.700345146,19778509.001150485,1.3640351035276197,5278509.001150485,40.0
