id,scn,liability_value,plan_cost,accrued_benefit_payment,projected_benefit_payment,AA_rated_bond_investment,public_equity_investment,total_asset_value,funding_ratio,funding_surplus,period
1.0,16.0,11900000.0,241000.0,74200.0,82500.0,2921442.774092108,13308794.859752955,16230237.633845063,1.363885515449165,4330237.633845063,16.0
1.0,17.0,12600000.0,240000.0,73900.0,82200.0,2676109.0585457645,14049572.557365283,16725681.615911048,1.3274350488818292,4125681.615911048,17.0
1.0,18.0,12400000.0,240000.0,73600.0,81800.0,2413031.818276271,14822909.740839973,17235941.559116244,1.3899952870255037,4835941.559116244,18.0
1.0,19.0,12300000.0,240000.0,73300.0,81500.0,2131569.134617458,15631506.987194717,17763076.121812176,1.4441525302286322,5463076.121812176,19.0
1.0,20.0,10400000.0,237000.0,74600.0,82900.0,1830164.123222854,16471477.10900572,18301641.232228573,1.7597731954065936,7901641.232228573,20.0
1.0,21.0,9840000.0,240000.0,74300.0,82500.0,1526900.558767954,17559356.425831515,19086256.98459947,1.9396602626625479,9246256.984599471,21.0
1.0,22.0,9420000.0,239000.0,73900.0,82100.0,1116275.0886848215,17488309.722728927,18604584.81141375,1.975009003334793,9184584.81141375,22.0
1.0,23.0,7440000.0,241000.0,73600.0,81700.0,780481.8915333794,18731565.396801196,19512047.288334575,2.6225870011202383,12072047.288334575,23.0
1.0,24.0,7280000.0,246000.0,73900.0,82100.0,391964.79293066653,19206274.853602834,19598239.6465335,2.6920658855128434,12318239.6465335,24.0
1.0,25.0,8260000.0,243000.0,73500.0,81700.0,0.0,18427680.6133423,18427680.6133423,2.2309540694119008,10167680.6133423,25.0
1.0,26.0,8880000.0,242000.0,73100.0,81200.0,0.0,18986326.05831449,18986326.05831449,2.138099781341722,10106326.058314491,26.0
1.0,27.0,8430000.0,246000.0,72700.0,80800.0,0.0,22026561.293119982,22026561.293119982,2.612877970714114,13596561.293119982,27.0
1.0,28.0,8620000.0,250000.0,73700.0,81900.0,0.0,29848280.71796193,29848280.71796193,3.462677577489783,21228280.71796193,28.0
1.0,29.0,10600000.0,255000.0,73300.0,81400.0,0.0,13368670.421195582,13368670.421195582,1.2611953227543002,2768670.4211955816,29.0
1.0,30.0,11500000.0,256000.0,72800.0,80900.0,0.0,13894108.383978188,13894108.383978188,1.2081833377372337,2394108.383978188,30.0
1.0,31.0,13400000.0,255000.0,72400.0,80400.0,0.0,15583177.085511023,15583177.085511023,1.1629236630978375,2183177.085511023,31.0
1.0,32.0,13700000.0,258000.0,72600.0,80700.0,0.0,17063539.101316992,17063539.101316992,1.2455138030158388,3363539.101316992,32.0
1.0,33.0,11000000.0,261000.0,72100.0,80100.0,0.0,20475741.637555774,20475741.637555774,1.8614310579596158,9475741.637555774,33.0
1.0,34.0,9060000.0,258000.0,71600.0,79500.0,0.0,19580510.58555189,19580510.58555189,2.1612042588909373,10520510.585551891,34.0
1.0,35.0,9210000.0,261000.0,71100.0,79000.0,0.0,20944262.19515573,20944262.19515573,2.2740784142405785,11734262.195155729,35.0
1.0,36.0,10100000.0,258000.0,71100.0,79000.0,0.0,22240684.484944105,22240684.484944105,2.202047968806347,12140684.484944105,36.0
1.0,37.0,11100000.0,263000.0,70600.0,78400.0,0.0,23052487.547849797,23052487.547849797,2.076800679986468,11952487.547849797,37.0
1.0,38.0,12200000.0,264000.0,70000.0,77800.0,0.0,22556641.857980393,22556641.857980393,1.8489050703262617,10356641.857980393,38.0
1.0,39.0,13200000.0,265000.0,69500.0,77200.0,0.0,19483684.45275903,19483684.45275903,1.4760367009665933,6283684.452759031,39.0
1.0,40.0,14500000.0,263000.0,69900.0,77700.0,0.0,16853598.575554248,16853598.575554248,1.1623171431416723,2353598.575554248,40.0
